"source","text","created_at","retweet_count","favorite_count","is_retweet","id_str","sentiment"
"Twitter for iPhone","Today, I was honored and proud to address the 45th Annual @March_for_Life! You are living witnesses of this year’s March for Life theme: #LoveSavesLives. https://t.co/DMST4qhDmp","Fri Jan 19 18:39:50 +0000 2018",25081,96877,false,"954423170299199488","{""neg"":0,""neu"":0.754,""pos"":0.246,""compound"":0.8016}"
"Twitter for iPhone","“Shutting down the government is a very serious thing. People die, accidents happen. I don’t know how I would vote right now on a CR, OK?”
Sen. Dianne Feinstein (D-Calif)
https://t.co/7xP3CBnv5j","Fri Jan 19 16:28:29 +0000 2018",15651,49735,false,"954390114968498176","{""neg"":0.245,""neu"":0.755,""pos"":0,""compound"":-0.7778}"
"Twitter for iPhone",".@WhiteHouse Briefing with Director Marc Short and Director Mick Mulvaney...
https://t.co/0O0VsYXmHB","Fri Jan 19 16:14:05 +0000 2018",8564,44108,false,"954386490842378241","{""neg"":0,""neu"":1,""pos"":0,""compound"":0}"
"Twitter for iPhone","Government Funding Bill past last night in the House of Representatives. Now Democrats are needed if it is to pass in the Senate - but they want illegal immigration and weak borders. Shutdown coming? We need more Republican victories in 2018!","Fri Jan 19 12:04:47 +0000 2018",26110,110987,false,"954323750949982208","{""neg"":0.19,""neu"":0.779,""pos"":0.031,""compound"":-0.8622}"
"Twitter for iPhone","House of Representatives needs to pass Government Funding Bill tonight. So important for our country - our Military needs it!","Thu Jan 18 23:39:53 +0000 2018",20416,102080,false,"954136290768846850","{""neg"":0,""neu"":0.883,""pos"":0.117,""compound"":0.3367}"
"Twitter for iPhone","AMERICA will once again be a NATION that thinks big, dreams bigger, and always reaches for the stars. YOU are the ones who will shape America’s destiny. YOU are the ones who will restore our prosperity. And YOU are the ones who are MAKING AMERICA GREAT AGAIN! #MAGA https://t.co/f2abNK47II","Thu Jan 18 21:04:36 +0000 2018",26240,103585,false,"954097213608570880","{""neg"":0,""neu"":0.797,""pos"":0.203,""compound"":0.8814}"
"Twitter for iPhone","Departing Pittsburgh now, where it was my great honor to stand with our incredible workers, and to show the world that AMERICA is back - and we are coming back bigger and better and stronger than ever before! https://t.co/kWPgylqFzj","Thu Jan 18 20:45:33 +0000 2018",15312,76045,false,"954092417250222082","{""neg"":0,""neu"":0.722,""pos"":0.278,""compound"":0.92}"
"Twitter for iPhone","A government shutdown will be devastating to our military...something the Dems care very little about!","Thu Jan 18 13:49:11 +0000 2018",21966,90978,false,"953987636057821184","{""neg"":0.232,""neu"":0.606,""pos"":0.162,""compound"":-0.3382}"
"Twitter for iPhone","CHIP should be part of a long term solution, not a 30 Day, or short term, extension!","Thu Jan 18 13:37:24 +0000 2018",12110,62752,false,"953984671674662912","{""neg"":0,""neu"":0.844,""pos"":0.156,""compound"":0.3802}"
"Twitter for iPhone","We need the Wall for the safety and security of our country. We need the Wall to help stop the massive inflow of drugs from Mexico, now rated the number one most dangerous country in the world. If there is no Wall, there is no Deal!","Thu Jan 18 13:16:26 +0000 2018",29311,124070,false,"953979393180950528","{""neg"":0.179,""neu"":0.661,""pos"":0.16,""compound"":-0.2698}"
"Twitter for iPhone","Will be going to Pennsylvania today in order to give my total support to RICK SACCONE, running for Congress in a Special Election (March 13). Rick is a great guy. We need more Republicans to continue our already successful agenda!","Thu Jan 18 12:53:17 +0000 2018",17299,85634,false,"953973568035086336","{""neg"":0,""neu"":0.714,""pos"":0.286,""compound"":0.9273}"
"Twitter for iPhone","....The Wall will be paid for, directly or indirectly, or through longer term reimbursement, by Mexico, which has a ridiculous $71 billion dollar trade surplus with the U.S. The $20 billion dollar Wall is “peanuts” compared to what Mexico makes from the U.S. NAFTA is a bad joke!","Thu Jan 18 11:25:03 +0000 2018",28282,112438,false,"953951365532876800","{""neg"":0.122,""neu"":0.835,""pos"":0.043,""compound"":-0.6239}"
"Twitter for iPhone","The Wall is the Wall, it has never changed or evolved from the first day I conceived of it. Parts will be, of necessity, see through and it was never intended to be built in areas where there is natural protection such as mountains, wastelands or tough rivers or water.....","Thu Jan 18 11:15:25 +0000 2018",21731,94684,false,"953948941674078208","{""neg"":0.029,""neu"":0.922,""pos"":0.049,""compound"":0.25}"
"Twitter for iPhone","ISIS is in retreat, our economy is booming, investments and jobs are pouring back into the country, and so much more! Together there is nothing we can’t overcome--even a very biased media. We ARE Making America Great Again!","Thu Jan 18 01:11:26 +0000 2018",40177,179374,false,"953796944564031489","{""neg"":0.056,""neu"":0.793,""pos"":0.151,""compound"":0.6238}"
"Twitter for iPhone","Despite some very corrupt and dishonest media coverage, there are many great reporters I respect and lots of GOOD NEWS for the American people to be proud of!","Thu Jan 18 01:05:46 +0000 2018",22540,112497,false,"953795518592843777","{""neg"":0.099,""neu"":0.547,""pos"":0.354,""compound"":0.8823}"
"Twitter for iPhone","And the FAKE NEWS winners are...
https://t.co/59G6x2f7fD","Thu Jan 18 01:00:05 +0000 2018",41677,112931,false,"953794085751574534","{""neg"":0.321,""neu"":0.419,""pos"":0.26,""compound"":-0.186}"
"Twitter for iPhone","Main Street is BACK! Strongest Holiday Sales bump since the Great Recession -- beating forecasts by BILLIONS OF DOLLARS. https://t.co/kDcGbMieSt","Wed Jan 17 23:36:44 +0000 2018",15704,68259,false,"953773110553186312","{""neg"":0.188,""neu"":0.487,""pos"":0.324,""compound"":0.636}"
"Twitter for iPhone","During the campaign, I promised to MAKE AMERICA GREAT AGAIN by bringing businesses and jobs back to our country. I am very proud to see companies like Chrysler moving operations from Mexico to Michigan where there are so many great American workers! https://t.co/hz2q9UTfnF","Wed Jan 17 23:32:58 +0000 2018",24791,99349,false,"953772162665590787","{""neg"":0,""neu"":0.668,""pos"":0.332,""compound"":0.9577}"
"Twitter for iPhone","I promised that my policies would allow companies like Apple to bring massive amounts of money back to the United States. Great to see Apple follow through as a result of TAX CUTS. Huge win for American workers and the USA! https://t.co/OwXVUyLOb1","Wed Jan 17 23:28:30 +0000 2018",24533,92540,false,"953771038114045954","{""neg"":0.053,""neu"":0.58,""pos"":0.366,""compound"":0.9456}"
"Media Studio","Today, we witnessed an incredible moment in history – the presentation of Congress’ highest civilian honor to our friend, and true AMERICAN HERO, Bob Dole. #CongressionalGoldMedal https://t.co/qNQqDLRmCk","Wed Jan 17 23:19:02 +0000 2018",15592,75223,false,"953768657221451776","{""neg"":0,""neu"":0.619,""pos"":0.381,""compound"":0.9265}"
"Twitter for iPhone","Eric Trump on @foxandfriends  now!","Wed Jan 17 13:04:46 +0000 2018",6775,54585,false,"953614071336701952","{""neg"":0,""neu"":1,""pos"":0,""compound"":0}"
"Twitter for iPhone","....we need to keep America safe, including moving away from a random chain migration and lottery system, to one that is merit-based. https://t.co/7PtoSFK1n2","Tue Jan 16 23:20:10 +0000 2018",19205,81945,false,"953406553083777029","{""neg"":0,""neu"":0.879,""pos"":0.121,""compound"":0.4404}"
"Twitter for iPhone","New report from DOJ &amp; DHS shows that nearly 3 in 4 individuals convicted of terrorism-related charges are foreign-born. We have submitted to Congress a list of resources and reforms....","Tue Jan 16 23:19:39 +0000 2018",26005,100365,false,"953406423177859073","{""neg"":0.075,""neu"":0.925,""pos"":0,""compound"":-0.2732}"
"Twitter for iPhone","Today, it was my honor to welcome President Nursultan Nazarbayev of Kazakhstan to the @WhiteHouse! https://t.co/TerYFZViax","Tue Jan 16 20:17:39 +0000 2018",10012,56142,false,"953360619834691585","{""neg"":0,""neu"":0.683,""pos"":0.317,""compound"":0.7574}"
"Twitter for iPhone","“President Donald J. Trump Proclaims January 16, 2018, as Religious Freedom Day” https://t.co/bD3R2dJfyp","Tue Jan 16 19:43:32 +0000 2018",19677,74030,false,"953352036309000194","{""neg"":0,""neu"":0.741,""pos"":0.259,""compound"":0.6369}"
"Twitter for iPhone","Unemployment for Black Americans is the lowest ever recorded. Trump approval ratings with Black Americans has doubled. Thank you, and it will get even (much) better! @FoxNews","Tue Jan 16 14:30:00 +0000 2018",28302,113867,false,"953273134655987716","{""neg"":0.152,""neu"":0.606,""pos"":0.242,""compound"":0.5093}"
"Twitter for iPhone","“90% of Trump 2017 news coverage was negative” -and much of it contrived!@foxandfriends","Tue Jan 16 14:24:40 +0000 2018",16362,73687,false,"953271789790138368","{""neg"":0,""neu"":1,""pos"":0,""compound"":0}"
"Twitter for iPhone","Do you notice the Fake News Mainstream Media never likes covering the great and record setting economic news, but rather talks about anything negative or that can be turned into the negative. The Russian Collusion Hoax is dead, except as it pertains to the Dems. Public gets it!","Tue Jan 16 14:19:46 +0000 2018",26530,111945,false,"953270558573154305","{""neg"":0.343,""neu"":0.619,""pos"":0.038,""compound"":-0.9689}"
"Twitter for iPhone","The Democrats want to shut down the Government over Amnesty for all and Border Security. The biggest loser will be our rapidly rebuilding Military, at a time we need it more than ever. We need a merit based system of immigration, and we need it now! No more dangerous Lottery.","Tue Jan 16 14:07:38 +0000 2018",24015,100620,false,"953267506004754432","{""neg"":0.161,""neu"":0.727,""pos"":0.112,""compound"":-0.5838}"
"Twitter for iPhone","We must have Security at our VERY DANGEROUS SOUTHERN BORDER, and we must have a great WALL to help protect us, and to help stop the massive inflow of drugs pouring into our country!","Tue Jan 16 13:54:02 +0000 2018",25132,117811,false,"953264081871495168","{""neg"":0.148,""neu"":0.543,""pos"":0.309,""compound"":0.7739}"
"Twitter for iPhone","RT @realDonaldTrump: Senator Dicky Durbin totally misrepresented what was said at the DACA meeting. Deals can’t get made when there is no t…","Tue Jan 16 00:55:35 +0000 2018",30426,0,true,"953068179919638528","{""neg"":0.091,""neu"":0.909,""pos"":0,""compound"":-0.296}"
"Twitter for iPhone","RT @realDonaldTrump: DACA is probably dead because the Democrats don’t really want it, they just want to talk and take desperately needed m…","Tue Jan 16 00:53:38 +0000 2018",27874,0,true,"953067686313037829","{""neg"":0.237,""neu"":0.653,""pos"":0.11,""compound"":-0.6921}"
"Twitter for iPhone","RT @realDonaldTrump: I, as President, want people coming into our Country who are going to help us become strong and great again, people co…","Tue Jan 16 00:53:19 +0000 2018",39776,0,true,"953067606612828161","{""neg"":0,""neu"":0.637,""pos"":0.363,""compound"":0.886}"
"Twitter for iPhone","RT @realDonaldTrump: ...big unnecessary regulation cuts made it all possible” (among many other things). “President Trump reversed the poli…","Tue Jan 16 00:52:48 +0000 2018",19251,0,true,"953067477830946816","{""neg"":0.109,""neu"":0.891,""pos"":0,""compound"":-0.296}"
"Twitter for iPhone","RT @realDonaldTrump: “President Trump is not getting the credit he deserves for the economy. Tax Cut bonuses to more than 2,000,000 workers…","Tue Jan 16 00:52:43 +0000 2018",25217,0,true,"953067456255406081","{""neg"":0.159,""neu"":0.707,""pos"":0.134,""compound"":0.0813}"
"Twitter for iPhone","RT @EricTrump: I will be always be incredibly proud of my work for @StJude, raising $16.3+ million dollars over the last 10 years at a 9.2%…","Tue Jan 16 00:50:19 +0000 2018",13866,0,true,"953066854079135744","{""neg"":0,""neu"":0.871,""pos"":0.129,""compound"":0.5256}"
"Twitter for iPhone","RT @EricTrump: #MakeAmericaGreatAgain 🇺🇸🇺🇸🇺🇸 https://t.co/b81NtQGhHa","Tue Jan 16 00:48:04 +0000 2018",8904,0,true,"953066286434652165","{""neg"":0,""neu"":1,""pos"":0,""compound"":0}"
"Twitter for iPhone","RT @Heritage: We had a special visitor yesterday. @IvankaTrump, thank you for meeting with @KayColesJames, spending time with our team, and…","Tue Jan 16 00:47:59 +0000 2018",2661,0,true,"953066265987420160","{""neg"":0,""neu"":0.776,""pos"":0.224,""compound"":0.6369}"
"Twitter for iPhone","Senator Dicky Durbin totally misrepresented what was said at the DACA meeting. Deals can’t get made when there is no trust! Durbin blew DACA and is hurting our Military.","Mon Jan 15 20:28:15 +0000 2018",30428,118168,false,"953000902331453442","{""neg"":0.151,""neu"":0.754,""pos"":0.096,""compound"":-0.2244}"
"Twitter for iPhone","RT @WhiteHouse: ""Dr. King's dream is our dream. It is the American Dream. It's the promise stitched into the fabric of our Nation, etched i…","Mon Jan 15 16:01:11 +0000 2018",21529,0,true,"952933691642339329","{""neg"":0,""neu"":0.717,""pos"":0.283,""compound"":0.743}"
"Twitter for iPhone","...to stop drugs, they want to take money away from our military which we cannot do.” My standard is very simple, AMERICA FIRST &amp; MAKE AMERICA GREAT AGAIN!","Mon Jan 15 13:02:22 +0000 2018",23721,113504,false,"952888691944550401","{""neg"":0.065,""neu"":0.743,""pos"":0.191,""compound"":0.6399}"
"Twitter for iPhone","Statement by me last night in Florida: “Honestly, I don’t think the Democrats want to make a deal. They talk about DACA, but they don’t want to help..We are ready, willing and able to make a deal but they don’t want to. They don’t want security at the border, they don’t want.....","Mon Jan 15 12:57:43 +0000 2018",22262,94720,false,"952887520790040576","{""neg"":0,""neu"":0.784,""pos"":0.216,""compound"":0.8338}"
"Twitter for iPhone","...big unnecessary regulation cuts made it all possible” (among many other things). “President Trump reversed the policies of President Obama, and reversed our economic decline.” Thank you Stuart Varney.  @foxandfriends","Sun Jan 14 13:59:35 +0000 2018",19249,88722,false,"952540700683497472","{""neg"":0.067,""neu"":0.856,""pos"":0.076,""compound"":0.0772}"
"Twitter for iPhone","“President Trump is not getting the credit he deserves for the economy. Tax Cut bonuses to more than 2,000,000 workers. Most explosive Stock Market rally that we’ve seen in modern times. 18,000 to 26,000 from Election, and grounded in profitability and growth. All Trump, not 0...","Sun Jan 14 13:50:14 +0000 2018",25199,112365,false,"952538350333939713","{""neg"":0.08,""neu"":0.765,""pos"":0.155,""compound"":0.6144}"
"Twitter for iPhone","I, as President, want people coming into our Country who are going to help us become strong and great again, people coming in through a system based on MERIT. No more Lotteries! #AMERICA FIRST","Sun Jan 14 13:19:06 +0000 2018",39822,162032,false,"952530515894169601","{""neg"":0.05,""neu"":0.608,""pos"":0.343,""compound"":0.919}"
"Twitter for iPhone","DACA is probably dead because the Democrats don’t really want it, they just want to talk and take desperately needed money away from our Military.","Sun Jan 14 13:09:09 +0000 2018",27910,122528,false,"952528011869478912","{""neg"":0.222,""neu"":0.676,""pos"":0.102,""compound"":-0.6921}"
"Twitter for iPhone","RT @realDonaldTrump: So much Fake News is being reported. They don’t even try to get it right, or correct it when they are wrong. They prom…","Sun Jan 14 13:04:18 +0000 2018",34679,0,true,"952526791658360833","{""neg"":0.213,""neu"":0.787,""pos"":0,""compound"":-0.7564}"
"Twitter for iPhone","...and they knew exactly what I said and meant. They just wanted a story. FAKE NEWS!","Sun Jan 14 13:01:44 +0000 2018",16641,83609,false,"952526145064505345","{""neg"":0.241,""neu"":0.759,""pos"":0,""compound"":-0.628}"
"Twitter for iPhone","The Wall Street Journal stated falsely that I said to them “I have a good relationship with Kim Jong Un” (of N. Korea). Obviously I didn’t say that. I said “I’d have a good relationship with Kim Jong Un,” a big difference. Fortunately we now record conversations with reporters...","Sun Jan 14 12:58:43 +0000 2018",22639,96340,false,"952525384242876416","{""neg"":0,""neu"":0.876,""pos"":0.124,""compound"":0.7003}"
"Twitter for iPhone","RT @paulsperry_: https://t.co/aU1rdyKA1W","Sun Jan 14 03:50:18 +0000 2018",15840,0,true,"952387373056380928","{""neg"":0,""neu"":1,""pos"":0,""compound"":0}"
"Twitter for iPhone","RT @paulsperry_: Fusion GPS, firm behind disputed Russia dossier, retracts its claim of FBI mole in Trump camp
https://t.co/s6CFPXSVqb","Sun Jan 14 03:49:56 +0000 2018",10412,0,true,"952387277610774528","{""neg"":0.118,""neu"":0.882,""pos"":0,""compound"":-0.34}"
"Twitter for iPhone","RT @JackPosobiec: Dick Durbin called Trump racist for wanting to end chain migration. 

Here's a video of Dick Durbin calling for an end to…","Sun Jan 14 03:45:45 +0000 2018",23390,0,true,"952386227705204736","{""neg"":0.346,""neu"":0.654,""pos"":0,""compound"":-0.891}"
"Twitter for iPhone","RT @LouDobbs: The stock market has gained an incredible 7.8 Trillion dollars in market value since @POTUS was elected! Looks like 4% econom…","Sun Jan 14 03:42:07 +0000 2018",18307,0,true,"952385311669178368","{""neg"":0,""neu"":0.72,""pos"":0.28,""compound"":0.7777}"
"Twitter for iPhone","So much Fake News is being reported. They don’t even try to get it right, or correct it when they are wrong. They promote the Fake Book of a mentally deranged author, who knowingly writes false information. The Mainstream Media is crazed that WE won the election!","Sat Jan 13 22:08:34 +0000 2018",34708,148208,false,"952301373479104512","{""neg"":0.201,""neu"":0.69,""pos"":0.109,""compound"":-0.6541}"
"Twitter for iPhone","I don’t believe the Democrats really want to see a deal on DACA. They are all talk and no action. This is the time but, day by day, they are blowing the one great opportunity they have. Too bad!","Sat Jan 13 14:20:01 +0000 2018",27380,124729,false,"952183458922672130","{""neg"":0.129,""neu"":0.649,""pos"":0.222,""compound"":0.6797}"
"Twitter for iPhone","Yesterday was another big day for jobs and the Stock Market. Chrysler coming back to U.S. (Michigan) from Mexico and many more companies paying out Tax Cut money to employees. If Dems won in November, Market would have TANKED! It was headed for disaster.","Sat Jan 13 14:20:00 +0000 2018",548,2182,false,"952183452366929920","{""neg"":0.127,""neu"":0.801,""pos"":0.072,""compound"":-0.4199}"
"Twitter for iPhone","AMERICA FIRST!","Sat Jan 13 13:14:20 +0000 2018",37694,152962,false,"952166927476183040","{""neg"":0,""neu"":1,""pos"":0,""compound"":0}"
"Twitter for iPhone","The Democrats are all talk and no action. They are doing nothing to fix DACA. Great opportunity missed. Too bad!","Sat Jan 13 13:14:03 +0000 2018",21951,104405,false,"952166857670320128","{""neg"":0.272,""neu"":0.498,""pos"":0.229,""compound"":0}"
"Twitter for iPhone","Yesterday was a big day for the stock market. Jobs are coming back to America. Chrysler is coming back to the USA, from Mexico and many others will follow. Tax cut money to employees is pouring into our economy with many more companies announcing. American business is hot again!","Sat Jan 13 13:13:12 +0000 2018",24624,117847,false,"952166643202916352","{""neg"":0.048,""neu"":0.952,""pos"":0,""compound"":-0.3382}"
"Twitter for iPhone","Today, it was my great honor to proclaim January 15, 2018, as Martin Luther King Jr., Federal Holiday. I encourage all Americans to observe this day with appropriate civic, community, and service activities in honor of Dr. King's life and legacy. https://t.co/samlJsz1Nt","Fri Jan 12 17:56:18 +0000 2018",26544,109300,false,"951875499537641472","{""neg"":0,""neu"":0.686,""pos"":0.314,""compound"":0.9477}"
"Twitter for iPhone","Never said anything derogatory about Haitians other than Haiti is, obviously, a very poor and troubled country. Never said “take them out.” Made up by Dems. I have a wonderful relationship with Haitians. Probably should record future meetings - unfortunately, no trust!","Fri Jan 12 13:48:49 +0000 2018",36601,138855,false,"951813216291708928","{""neg"":0.228,""neu"":0.633,""pos"":0.138,""compound"":-0.5497}"
"Twitter for iPhone","Sadly, Democrats want to stop paying our troops and government workers in order to give a sweetheart deal, not a fair deal, for DACA. Take care of our Military, and our Country, FIRST!","Fri Jan 12 12:50:00 +0000 2018",32123,125050,false,"951798415301718017","{""neg"":0.17,""neu"":0.609,""pos"":0.221,""compound"":0.4819}"
"Twitter for iPhone","The language used by me at the DACA meeting was tough, but this was not the language used. What was really tough was the outlandish proposal made - a big setback for DACA!","Fri Jan 12 12:28:58 +0000 2018",24795,103655,false,"951793123985973248","{""neg"":0.102,""neu"":0.898,""pos"":0,""compound"":-0.3164}"
"Twitter for iPhone","....Because of the Democrats not being interested in life and safety, DACA has now taken a big step backwards. The Dems will threaten “shutdown,” but what they are really doing is shutting down our military, at a time we need it most. Get smart, MAKE AMERICA GREAT AGAIN!","Fri Jan 12 12:20:32 +0000 2018",23043,92162,false,"951790999784783872","{""neg"":0.06,""neu"":0.715,""pos"":0.225,""compound"":0.9096}"
"Twitter for iPhone","....countries which are doing badly. I want a merit based system of immigration and people who will help take our country to the next level. I want safety and security for our people. I want to stop the massive inflow of drugs. I want to fund our military, not do a Dem defund....","Fri Jan 12 12:09:58 +0000 2018",24462,110177,false,"951788342647107584","{""neg"":0.091,""neu"":0.636,""pos"":0.273,""compound"":0.765}"
"Twitter for iPhone","The so-called bipartisan DACA deal presented yesterday to myself and a group of Republican Senators and Congressmen was a big step backwards. Wall was not properly funded, Chain &amp; Lottery were made worse and USA would be forced to take large numbers of people from high crime.....","Fri Jan 12 11:59:02 +0000 2018",21748,83977,false,"951785587765280768","{""neg"":0.124,""neu"":0.876,""pos"":0,""compound"":-0.7269}"
"Twitter for iPhone","Reason I canceled my trip to London is that I am not a big fan of the Obama Administration having sold perhaps the best located and finest embassy in London for “peanuts,” only to build a new one in an off location for 1.2 billion dollars. Bad deal. Wanted me to cut ribbon-NO!","Fri Jan 12 04:57:57 +0000 2018",30085,125213,false,"951679619341737986","{""neg"":0.138,""neu"":0.789,""pos"":0.074,""compound"":-0.3927}"
"Twitter for iPhone","The Democrats seem intent on having people and drugs pour into our country from the Southern Border, risking thousands of lives in the process. It is my duty to protect the lives and safety of all Americans. We must build a Great Wall, think Merit and end Lottery &amp; Chain. USA!","Fri Jan 12 04:42:25 +0000 2018",29526,122744,false,"951675713089888256","{""neg"":0.038,""neu"":0.751,""pos"":0.21,""compound"":0.8832}"
"Twitter for iPhone","Democrat Dianne Feinstein should never have released secret committee testimony to the public without authorization. Very disrespectful to committee members and possibly illegal. She blamed her poor decision on the fact she had a cold - a first!","Fri Jan 12 03:01:20 +0000 2018",23043,99213,false,"951650274032209920","{""neg"":0.24,""neu"":0.76,""pos"":0,""compound"":-0.8777}"
"Twitter for iPhone","Chrysler is moving a massive plant from Mexico to Michigan, reversing a years long opposite trend. Thank you Chrysler, a very wise decision. The voters in Michigan are very happy they voted for Trump/Pence. Plenty of more to follow!","Fri Jan 12 02:53:05 +0000 2018",26034,115604,false,"951648197440569344","{""neg"":0,""neu"":0.764,""pos"":0.236,""compound"":0.8801}"
"Twitter for iPhone","More great news as a result of historical Tax Cuts and Reform: Fiat Chrysler announces plan to invest more than $1 BILLION in Michigan plant, relocating their heavy-truck production from Mexico to Michigan, adding 2,500 new jobs and paying $2,000 bonus to U.S. employees! https://t.co/47azKD0l9B","Fri Jan 12 02:49:56 +0000 2018",19199,73432,false,"951647402599026689","{""neg"":0.043,""neu"":0.798,""pos"":0.159,""compound"":0.7897}"
"Twitter for iPhone","Small Business Poll has highest approval numbers in the polls history. All business is just at the beginning of something really special!","Fri Jan 12 02:47:17 +0000 2018",13261,68224,false,"951646736233189377","{""neg"":0,""neu"":0.758,""pos"":0.242,""compound"":0.7495}"
"Twitter for iPhone","Thank you Adam Levine, The Federalist, in interview on @foxandfriends  “Donald Trump is the greatest President our Country has ever seen.”","Fri Jan 12 02:43:56 +0000 2018",15578,76146,false,"951645893513613312","{""neg"":0,""neu"":0.739,""pos"":0.261,""compound"":0.7717}"
"Media Studio","Yesterday, I signed the #INTERDICTAct (H.R. 2142) with bipartisan members of Congress to help end the flow of drugs into our country. Together, we are committed to doing everything we can to combat the deadly scourge of drug addiction and overdose in the United States! https://t.co/ELZvFol5Lo","Thu Jan 11 23:27:03 +0000 2018",13781,59300,false,"951596346011680768","{""neg"":0.047,""neu"":0.799,""pos"":0.154,""compound"":0.6696}"
"Twitter Web Client","Great news, as a result of our TAX CUTS &amp; JOBS ACT! https://t.co/SLvhLxP3Jl","Thu Jan 11 15:37:54 +0000 2018",15213,62600,false,"951478281303416832","{""neg"":0.169,""neu"":0.577,""pos"":0.254,""compound"":0.3525}"
"Twitter for iPhone","With that being said, I have personally directed the fix to the unmasking process since taking office and today’s vote is about foreign surveillance of foreign bad guys on foreign land. We need it! Get smart!","Thu Jan 11 14:14:51 +0000 2018",12423,60560,false,"951457382651056128","{""neg"":0.103,""neu"":0.829,""pos"":0.068,""compound"":-0.3365}"
"Twitter for iPhone","“45 year low in illegal immigration this year.” @foxandfriends","Thu Jan 11 13:11:46 +0000 2018",16253,84555,false,"951441504203104256","{""neg"":0.449,""neu"":0.551,""pos"":0,""compound"":-0.6908}"
"Twitter for iPhone","“House votes on controversial FISA ACT today.” This is the act that may have been used, with the help of the discredited and phony Dossier, to so badly surveil and abuse the Trump Campaign by the previous administration and others?","Thu Jan 11 12:33:21 +0000 2018",17274,72410,false,"951431836030459905","{""neg"":0.255,""neu"":0.692,""pos"":0.053,""compound"":-0.8804}"
"Twitter for iPhone","In new Quinnipiac Poll, 66% of people feel the economy is “Excellent or Good.” That is the highest number ever recorded by this poll.","Thu Jan 11 11:43:59 +0000 2018",21318,96789,false,"951419415794511872","{""neg"":0,""neu"":0.947,""pos"":0.053,""compound"":0.0772}"
"Twitter for iPhone","Disproven and paid for by Democrats “Dossier used to spy on Trump Campaign. Did FBI use Intel tool to influence the Election?” @foxandfriends  Did Dems or Clinton also pay Russians? Where are hidden and smashed DNC servers? Where are Crooked Hillary Emails?  What a mess!","Thu Jan 11 11:33:06 +0000 2018",22798,82158,false,"951416674808467461","{""neg"":0.109,""neu"":0.891,""pos"":0,""compound"":-0.6312}"
"Twitter for iPhone","Good news: Toyota and Mazda announce giant new Huntsville, Alabama, plant which will produce over 300,000 cars and SUV’s a year and employ 4000 people. Companies are coming back to the U.S. in a very big way. Congratulations Alabama!","Thu Jan 11 04:29:02 +0000 2018",36627,176601,false,"951309956720087041","{""neg"":0,""neu"":0.826,""pos"":0.174,""compound"":0.8103}"
"Twitter for iPhone","Cutting taxes and simplifying regulations makes America the place to invest! Great news as Toyota and Mazda announce they are bringing 4,000 JOBS and investing $1.6 BILLION in Alabama, helping to further grow our economy! https://t.co/Kcg8IVH6iA","Wed Jan 10 23:37:41 +0000 2018",23085,89943,false,"951236634095308800","{""neg"":0.036,""neu"":0.797,""pos"":0.166,""compound"":0.7494}"
"Twitter for iPhone","The United States needs the security of the Wall on the Southern Border, which must be part of any DACA approval. The safety and security of our country is #1! https://t.co/4CFzQXb5aS","Wed Jan 10 23:07:48 +0000 2018",15828,69057,false,"951229113897013248","{""neg"":0,""neu"":0.653,""pos"":0.347,""compound"":0.9151}"
"Twitter for iPhone","Today, it was my great honor to welcome Prime Minister Erna Solberg of Norway to the @WhiteHouse - a great friend and ally of the United States! Joint press conference: https://t.co/qWR1BhfQZI https://t.co/PJvwznjRCO","Wed Jan 10 21:31:30 +0000 2018",9570,50505,false,"951204878562549767","{""neg"":0,""neu"":0.537,""pos"":0.463,""compound"":0.967}"
"Twitter for iPhone","I want to thank my @Cabinet for working tirelessly on behalf of our country. 2017 was a year of monumental achievement and we look forward to the year ahead. Together, we are delivering results and MAKING AMERICA GREAT AGAIN! https://t.co/ptXa1hAPwW https://t.co/yv6RALkQf3","Wed Jan 10 20:08:37 +0000 2018",11875,56051,false,"951184020150382592","{""neg"":0,""neu"":0.801,""pos"":0.199,""compound"":0.837}"
"Twitter for iPhone","The single greatest Witch Hunt in American history continues. There was no collusion, everybody including the Dems knows there was no collusion, &amp; yet on and on it goes. Russia &amp; the world is laughing at the stupidity they are witnessing. Republicans should finally take control!","Wed Jan 10 15:14:15 +0000 2018",28805,119548,false,"951109942685126656","{""neg"":0.176,""neu"":0.696,""pos"":0.129,""compound"":-0.1759}"
"Twitter for iPhone","The fact that Sneaky Dianne Feinstein, who has on numerous occasions stated that collusion between Trump/Russia has not been found, would release testimony in such an underhanded and possibly illegal way, totally without authorization, is a disgrace. Must have tough Primary!","Wed Jan 10 15:00:29 +0000 2018",22740,92227,false,"951106475254059008","{""neg"":0.159,""neu"":0.784,""pos"":0.057,""compound"":-0.5667}"
"Twitter for iPhone","It just shows everyone how broken and unfair our Court System is when the opposing side in a case (such as DACA) always runs to the 9th Circuit and almost always wins before being reversed by higher courts.","Wed Jan 10 14:11:13 +0000 2018",26665,108152,false,"951094078661414912","{""neg"":0.142,""neu"":0.779,""pos"":0.078,""compound"":-0.4173}"
